start_timestamp,end_timestamp,start_time_readable,end_time_readable,x,y
1744814281.863023,1744814281.863023,2025-04-16 10:38:01.863023,2025-04-16 10:38:01.863023,0.7690797448158264,0.7615308463573456
1744814281.946992,1744814281.946992,2025-04-16 10:38:01.946992,2025-04-16 10:38:01.946992,0.7646901905536652,0.7619934380054474
1744814281.9834118,1744814281.9834118,2025-04-16 10:38:01.983412,2025-04-16 10:38:01.983412,0.7928595542907715,0.7662089467048645
1744814282.063109,1744814282.063109,2025-04-16 10:38:02.063109,2025-04-16 10:38:02.063109,0.7928176820278168,0.7596302628517151
1744814282.113515,1744814282.113515,2025-04-16 10:38:02.113515,2025-04-16 10:38:02.113515,0.7960008084774017,0.7667971849441528
1744814282.1472142,1744814282.1472142,2025-04-16 10:38:02.147214,2025-04-16 10:38:02.147214,0.7951087951660156,0.762070506811142
1744814282.2804325,1744814282.2804325,2025-04-16 10:38:02.280432,2025-04-16 10:38:02.280432,0.7418894469738007,0.761044055223465
1744814282.330297,1744814282.330297,2025-04-16 10:38:02.330297,2025-04-16 10:38:02.330297,0.7446697950363159,0.7597412467002869
1744814282.380019,1744814282.380019,2025-04-16 10:38:02.380019,2025-04-16 10:38:02.380019,0.7417254745960236,0.7583892345428467
1744814282.4301054,1744814282.4467025,2025-04-16 10:38:02.430105,2025-04-16 10:38:02.446702,0.7419149279594421,0.7594539076089859
1744814282.6793196,1744814282.6966064,2025-04-16 10:38:02.679320,2025-04-16 10:38:02.696606,0.8001549690961838,0.7628118842840195
1744814282.780378,1744814282.813346,2025-04-16 10:38:02.780378,2025-04-16 10:38:02.813346,0.7225975294907888,0.7900747259457906
1744814282.846438,1744814282.863334,2025-04-16 10:38:02.846438,2025-04-16 10:38:02.863334,0.722247987985611,0.7934254705905914
1744814282.9458475,1744814282.9633396,2025-04-16 10:38:02.945848,2025-04-16 10:38:02.963340,0.7234210222959518,0.7933420240879059
1744814282.9975345,1744814282.9975345,2025-04-16 10:38:02.997535,2025-04-16 10:38:02.997535,0.722152054309845,0.7872847616672516
1744814283.0799491,1744814283.0799491,2025-04-16 10:38:03.079949,2025-04-16 10:38:03.079949,0.7213486731052399,0.7895002365112305
1744814283.129777,1744814283.129777,2025-04-16 10:38:03.129777,2025-04-16 10:38:03.129777,0.721036821603775,0.7894045412540436
1744814283.17948,1744814283.17948,2025-04-16 10:38:03.179480,2025-04-16 10:38:03.179480,0.7240992486476898,0.7907111346721649
1744814283.5633695,1744814283.5633695,2025-04-16 10:38:03.563370,2025-04-16 10:38:03.563370,0.7245257794857025,0.3493764698505401
1744814283.746663,1744814283.746663,2025-04-16 10:38:03.746663,2025-04-16 10:38:03.746663,0.7941171824932098,0.3449337035417557
1744814283.7800448,1744814283.7800448,2025-04-16 10:38:03.780045,2025-04-16 10:38:03.780045,0.795257180929184,0.3370017409324646
1744814283.813081,1744814283.813081,2025-04-16 10:38:03.813081,2025-04-16 10:38:03.813081,0.7922692894935608,0.3587915003299713
1744814283.9134097,1744814283.9134097,2025-04-16 10:38:03.913410,2025-04-16 10:38:03.913410,0.7936658561229706,0.3516873866319656
1744814283.9964316,1744814283.9964316,2025-04-16 10:38:03.996432,2025-04-16 10:38:03.996432,0.8377531468868256,0.340814933180809
1744814284.146937,1744814284.146937,2025-04-16 10:38:04.146937,2025-04-16 10:38:04.146937,0.8322867453098297,0.342701643705368
1744814284.3128228,1744814284.3128228,2025-04-16 10:38:04.312823,2025-04-16 10:38:04.312823,0.7764187753200531,0.3912461400032043
1744814284.4462843,1744814284.4462843,2025-04-16 10:38:04.446284,2025-04-16 10:38:04.446284,0.7758298814296722,0.3934427052736282
1744814284.8803208,1744814284.8803208,2025-04-16 10:38:04.880321,2025-04-16 10:38:04.880321,0.7832555770874023,0.4201101660728454
1744814284.912562,1744814284.912562,2025-04-16 10:38:04.912562,2025-04-16 10:38:04.912562,0.7855752110481262,0.4140637814998626
1744814285.0131814,1744814285.0131814,2025-04-16 10:38:05.013181,2025-04-16 10:38:05.013181,0.7576324045658112,0.4150654971599579
